State,Month,Day,Hour,Temperature,Humidity,WindSpeed,WeatherType
Chhattisgarh,1,11,12,30.0,65,8.9,Sunny
Chhattisgarh,1,12,12,28.8,65,9.8,Sunny
Chhattisgarh,1,13,12,26.5,53,11.5,Sunny
Chhattisgarh,1,14,12,25.3,43,8.9,Sunny
Chhattisgarh,1,15,12,25.8,46,8.6,Sunny
Chhattisgarh,1,16,12,25.9,48,9.7,Sunny
Chhattisgarh,1,17,12,26.7,49,11.4,Sunny
Chhattisgarh,1,18,12,27.3,54,9.3,Sunny
Chhattisgarh,1,19,12,30.1,54,10.9,Sunny
Chhattisgarh,1,20,12,29.7,62,13.3,Sunny
Chhattisgarh,1,21,12,27.8,45,10.2,Sunny
Chhattisgarh,1,22,12,27.7,39,10.1,Sunny
Chhattisgarh,1,23,12,28.7,49,8.8,Sunny
Chhattisgarh,1,24,12,30.4,53,10.5,Sunny
Chhattisgarh,1,25,12,30.2,59,10.5,Sunny
Chhattisgarh,1,26,12,29.1,58,15.3,Sunny
Chhattisgarh,1,27,12,28.8,58,13.3,Sunny
Chhattisgarh,1,28,12,29.3,59,10.1,Sunny
Chhattisgarh,1,29,12,27.6,68,11.3,Sunny
Chhattisgarh,1,30,12,26.1,48,12.2,Sunny
Chhattisgarh,1,31,12,26.1,43,11.0,Sunny
Chhattisgarh,2,1,12,26.2,43,10.8,Sunny
Chhattisgarh,2,2,12,27.5,43,10.9,Sunny
Chhattisgarh,2,3,12,28.9,40,11.6,Sunny
Chhattisgarh,2,4,12,28.7,37,12.0,Sunny
Chhattisgarh,2,5,12,29.1,36,9.4,Sunny
Chhattisgarh,2,6,12,28.4,43,13.0,Sunny
Chhattisgarh,2,7,12,26.3,43,12.6,Sunny
Chhattisgarh,2,8,12,27.0,43,10.5,Sunny
Chhattisgarh,2,9,12,28.8,49,8.6,Sunny
Chhattisgarh,2,10,12,29.7,42,9.8,Sunny
Chhattisgarh,2,11,12,30.6,46,10.0,Sunny
Chhattisgarh,2,12,12,30.4,45,10.1,Sunny
Chhattisgarh,2,13,12,31.0,47,9.0,Sunny
Chhattisgarh,2,14,12,31.6,48,10.9,Sunny
Chhattisgarh,2,15,12,30.1,49,9.9,Sunny
Chhattisgarh,2,16,12,31.3,54,16.1,Sunny
Chhattisgarh,2,17,12,26.9,66,11.5,Sunny
Chhattisgarh,2,18,12,27.8,68,8.6,Sunny
Chhattisgarh,2,19,12,27.8,66,10.1,Sunny
Chhattisgarh,2,20,12,28.3,63,11.3,Sunny
Chhattisgarh,2,21,12,29.7,58,9.5,Sunny
Chhattisgarh,2,22,12,30.9,44,8.7,Sunny
Chhattisgarh,2,23,12,31.4,45,8.9,Sunny
Chhattisgarh,2,24,12,32.1,42,10.3,Sunny
Chhattisgarh,2,25,12,34.0,40,12.9,Sunny
Chhattisgarh,2,26,12,33.9,41,15.8,Sunny
Chhattisgarh,2,27,12,34.3,41,11.9,Sunny
Chhattisgarh,2,28,12,35.0,39,12.3,Sunny
Chhattisgarh,3,1,12,34.9,38,10.5,Sunny
Chhattisgarh,3,2,12,33.5,37,11.5,Sunny
Chhattisgarh,3,3,12,32.1,36,9.0,Sunny
Chhattisgarh,3,4,12,33.8,36,10.4,Sunny
Chhattisgarh,3,5,12,35.0,31,22.8,Windy
Chhattisgarh,3,6,12,33.6,29,12.9,Sunny
Chhattisgarh,3,7,12,34.6,33,8.1,Sunny
Chhattisgarh,3,8,12,36.0,31,11.1,Sunny
Chhattisgarh,3,9,12,35.4,35,15.0,Sunny
Chhattisgarh,3,10,12,35.0,40,15.0,Sunny
Chhattisgarh,3,11,12,35.1,40,13.7,Sunny
Chhattisgarh,3,12,12,34.5,42,15.3,Sunny
Chhattisgarh,3,13,12,32.1,52,23.2,Windy
Chhattisgarh,3,14,12,33.6,51,10.0,Sunny
Chhattisgarh,3,15,12,34.4,43,8.9,Sunny
Chhattisgarh,3,16,12,35.1,39,11.3,Sunny
Chhattisgarh,3,17,12,35.2,38,9.9,Sunny
Chhattisgarh,3,18,12,35.1,39,9.0,Sunny
Chhattisgarh,3,19,12,34.0,44,15.7,Sunny
Chhattisgarh,3,20,12,33.5,48,11.1,Sunny
Chhattisgarh,3,21,12,34.1,43,14.4,Sunny
Chhattisgarh,3,22,12,36.0,40,14.8,Sunny
Chhattisgarh,3,23,12,33.7,46,15.4,Sunny
Chhattisgarh,3,24,12,35.4,48,9.3,Sunny
Chhattisgarh,3,25,12,36.7,40,11.2,Sunny
Chhattisgarh,3,26,12,35.7,33,15.1,Sunny
Chhattisgarh,3,27,12,36.5,31,10.7,Sunny
Chhattisgarh,3,28,12,37.7,31,11.5,Sunny
Chhattisgarh,3,29,12,39.2,28,13.9,Sunny
Chhattisgarh,3,30,12,40.1,22,21.6,Windy
Chhattisgarh,3,31,12,39.5,19,18.6,Sunny
Chhattisgarh,4,1,12,39.1,25,12.7,Sunny
Chhattisgarh,4,2,12,38.5,22,11.5,Sunny
Chhattisgarh,4,3,12,38.7,24,11.8,Sunny
Chhattisgarh,4,4,12,37.6,30,14.2,Sunny
Chhattisgarh,4,5,12,38.3,25,12.4,Sunny
Chhattisgarh,4,6,12,39.7,24,10.4,Sunny
Chhattisgarh,4,7,12,39.5,29,17.1,Sunny
Chhattisgarh,4,8,12,39.1,29,15.9,Sunny
Chhattisgarh,4,9,12,37.6,37,17.5,Sunny
Chhattisgarh,4,10,12,37.7,39,8.9,Sunny
Chhattisgarh,4,11,12,37.1,41,13.3,Sunny
Chhattisgarh,4,12,12,37.9,34,10.5,Sunny
Chhattisgarh,4,13,12,38.4,29,10.8,Sunny
Chhattisgarh,4,14,12,36.2,33,18.8,Sunny
Chhattisgarh,4,15,12,35.0,41,26.0,Rainy
Chhattisgarh,4,16,12,37.2,34,10.7,Sunny
Chhattisgarh,4,17,12,36.7,32,24.6,Windy
Chhattisgarh,4,18,12,38.4,33,12.2,Sunny
Chhattisgarh,4,19,12,37.8,32,10.5,Sunny
Chhattisgarh,4,20,12,38.7,42,20.5,Windy
Chhattisgarh,4,21,12,38.3,44,15.3,Sunny
Chhattisgarh,4,22,12,37.9,37,15.7,Sunny
Chhattisgarh,4,23,12,38.2,29,10.7,Sunny
Chhattisgarh,4,24,12,38.9,29,10.3,Sunny
Chhattisgarh,4,25,12,38.4,31,14.5,Sunny
Chhattisgarh,4,26,12,38.7,28,10.7,Sunny
Chhattisgarh,4,27,12,38.2,34,13.9,Sunny
Chhattisgarh,4,28,12,39.5,26,11.2,Sunny
Chhattisgarh,4,29,12,39.9,24,11.3,Sunny
Chhattisgarh,4,30,12,39.7,28,14.5,Sunny
Chhattisgarh,5,1,12,38.8,34,18.4,Sunny
Chhattisgarh,5,2,12,35.5,41,15.6,Sunny
Chhattisgarh,5,3,12,34.9,46,17.6,Sunny
Chhattisgarh,5,4,12,37.3,41,9.8,Sunny
Chhattisgarh,5,5,12,37.8,40,15.1,Sunny
Chhattisgarh,5,6,12,37.0,47,21.7,Windy
Chhattisgarh,5,7,12,37.8,59,14.6,Rainy
Chhattisgarh,5,8,12,36.8,55,11.5,Sunny
Chhattisgarh,5,9,12,34.7,60,13.8,Sunny
Chhattisgarh,5,10,12,36.3,60,9.8,Sunny
Chhattisgarh,5,11,12,35.1,63,12.4,Rainy
Chhattisgarh,5,12,12,37.2,52,14.6,Sunny
Chhattisgarh,5,13,12,37.4,44,17.4,Sunny
Chhattisgarh,5,14,12,37.4,49,15.7,Sunny
Chhattisgarh,5,15,12,35.6,59,13.6,Sunny
Chhattisgarh,5,16,12,38.2,50,16.2,Sunny
Chhattisgarh,5,17,12,38.1,51,9.7,Sunny
Chhattisgarh,5,18,12,38.8,50,12.7,Sunny
Chhattisgarh,5,19,12,38.1,51,15.1,Sunny
Chhattisgarh,5,20,12,36.3,61,21.7,Rainy
Chhattisgarh,5,21,12,37.0,48,12.7,Sunny
Chhattisgarh,5,22,12,38.2,41,14.4,Sunny
Chhattisgarh,5,23,12,38.2,39,16.0,Sunny
Chhattisgarh,5,24,12,39.3,34,20.9,Windy
Chhattisgarh,5,25,12,38.4,28,27.7,Windy
Chhattisgarh,5,26,12,34.8,39,18.5,Sunny
Chhattisgarh,5,27,12,38.7,44,25.1,Windy
Chhattisgarh,5,28,12,39.7,45,17.3,Sunny
Chhattisgarh,5,29,12,40.9,36,14.5,Sunny
Chhattisgarh,5,30,12,39.2,39,14.4,Sunny
Chhattisgarh,5,31,12,39.5,40,13.4,Sunny
Chhattisgarh,6,1,12,39.2,50,15.8,Rainy
Chhattisgarh,6,2,12,37.4,55,16.3,Sunny
Chhattisgarh,6,3,12,36.6,66,14.5,Rainy
Chhattisgarh,6,4,12,34.2,68,14.1,Rainy
Chhattisgarh,6,5,12,35.6,61,13.7,Sunny
Chhattisgarh,6,6,12,36.5,56,15.2,Sunny
Chhattisgarh,6,7,12,37.7,48,17.8,Sunny
Chhattisgarh,6,8,12,37.9,59,20.7,Rainy
Chhattisgarh,6,9,12,35.5,72,16.9,Rainy
Chhattisgarh,6,10,12,27.1,92,20.5,Rainy
Chhattisgarh,6,11,12,29.5,87,19.4,Rainy
Chhattisgarh,6,12,12,31.9,82,16.1,Rainy
Chhattisgarh,6,13,12,32.3,84,16.8,Rainy
Chhattisgarh,6,14,12,31.0,83,21.4,Rainy
Chhattisgarh,6,15,12,31.8,77,26.4,Rainy
Chhattisgarh,6,16,12,31.9,74,22.2,Windy
Chhattisgarh,6,17,12,30.0,81,19.4,Rainy
Chhattisgarh,6,18,12,27.5,86,22.4,Rainy
Chhattisgarh,6,19,12,27.9,85,20.8,Rainy
Chhattisgarh,6,20,12,32.2,69,23.7,Windy
Chhattisgarh,6,21,12,33.1,64,18.6,Sunny
Chhattisgarh,6,22,12,32.6,76,15.5,Rainy
Chhattisgarh,6,23,12,29.0,88,22.6,Rainy
Chhattisgarh,6,24,12,30.2,86,20.2,Rainy
Chhattisgarh,6,25,12,27.7,92,16.4,Rainy
Chhattisgarh,6,26,12,31.0,88,11.5,Rainy
Chhattisgarh,6,27,12,31.5,86,12.1,Rainy
Chhattisgarh,6,28,12,31.8,82,12.1,Rainy
Chhattisgarh,6,29,12,33.2,73,18.0,Sunny
Chhattisgarh,6,30,12,33.6,74,20.3,Rainy
Chhattisgarh,7,1,12,33.8,78,17.8,Rainy
Chhattisgarh,7,2,12,29.9,86,21.3,Rainy
Chhattisgarh,7,3,12,30.8,82,19.5,Rainy
Chhattisgarh,7,4,12,31.7,81,12.1,Rainy
Chhattisgarh,7,5,12,29.4,89,10.5,Rainy
Chhattisgarh,7,6,12,33.2,82,12.3,Rainy
Chhattisgarh,7,7,12,34.2,78,12.3,Rainy
Chhattisgarh,7,8,12,26.9,91,16.9,Rainy
Chhattisgarh,7,9,12,30.6,87,12.9,Rainy
Chhattisgarh,7,10,12,32.3,84,9.2,Rainy
Chhattisgarh,7,11,12,31.5,80,14.3,Rainy
Chhattisgarh,7,12,12,31.9,84,17.6,Rainy
Chhattisgarh,7,13,12,31.5,81,16.6,Sunny
Chhattisgarh,7,14,12,31.5,78,12.5,Rainy
Chhattisgarh,7,15,12,32.5,75,15.6,Sunny
Chhattisgarh,7,16,12,33.1,72,11.0,Sunny
Chhattisgarh,7,17,12,33.2,73,10.6,Sunny
Chhattisgarh,7,18,12,32.8,79,12.2,Rainy
Chhattisgarh,7,19,12,33.2,77,14.5,Rainy
Chhattisgarh,7,20,12,29.7,86,15.9,Rainy
Chhattisgarh,7,21,12,29.5,86,22.0,Rainy
Chhattisgarh,7,22,12,30.0,90,10.5,Rainy
Chhattisgarh,7,23,12,30.2,88,15.7,Rainy
Chhattisgarh,7,24,12,29.7,88,21.0,Rainy
Chhattisgarh,7,25,12,31.2,79,23.7,Rainy
Chhattisgarh,7,26,12,31.7,74,28.6,Windy
Chhattisgarh,7,27,12,29.1,83,26.2,Rainy
Chhattisgarh,7,28,12,25.6,92,21.5,Rainy
Chhattisgarh,7,29,12,25.9,91,22.5,Rainy
Chhattisgarh,7,30,12,28.1,86,25.9,Rainy
Chhattisgarh,7,31,12,28.8,83,28.7,Rainy
Chhattisgarh,8,1,12,30.1,76,28.2,Windy
Chhattisgarh,8,2,12,29.6,76,25.9,Windy
Chhattisgarh,8,3,12,29.4,79,20.8,Rainy
Chhattisgarh,8,4,12,31.1,76,20.3,Windy
Chhattisgarh,8,5,12,31.1,82,18.6,Rainy
Chhattisgarh,8,6,12,30.3,81,18.3,Rainy
Chhattisgarh,8,7,12,30.4,79,15.6,Rainy
Chhattisgarh,8,8,12,31.4,78,14.5,Sunny
Chhattisgarh,8,9,12,33.2,76,16.4,Sunny
Chhattisgarh,8,10,12,32.2,81,20.0,Rainy
Chhattisgarh,8,11,12,32.0,78,19.4,Sunny
Chhattisgarh,8,12,12,32.6,77,12.7,Sunny
Chhattisgarh,8,13,12,31.9,81,10.9,Rainy
Chhattisgarh,8,14,12,32.3,77,11.4,Rainy
Chhattisgarh,8,15,12,32.4,76,11.0,Sunny
Chhattisgarh,8,16,12,31.7,85,11.0,Rainy
Chhattisgarh,8,17,12,30.0,90,11.4,Rainy
Chhattisgarh,8,18,12,29.1,92,7.9,Rainy
Chhattisgarh,8,19,12,30.5,86,10.4,Rainy
Chhattisgarh,8,20,12,29.8,90,12.7,Rainy
Chhattisgarh,8,21,12,30.6,86,10.2,Rainy
Chhattisgarh,8,22,12,31.4,80,15.0,Sunny
Chhattisgarh,8,23,12,31.8,77,16.8,Sunny
Chhattisgarh,8,24,12,30.6,80,15.1,Rainy
Chhattisgarh,8,25,12,32.5,79,15.7,Rainy
Chhattisgarh,8,26,12,31.0,74,16.2,Sunny
Chhattisgarh,8,27,12,31.5,81,9.1,Rainy
Chhattisgarh,8,28,12,29.1,88,8.0,Rainy
Chhattisgarh,8,29,12,30.0,88,10.2,Rainy
Chhattisgarh,8,30,12,31.0,86,16.2,Rainy
Chhattisgarh,8,31,12,30.9,83,16.1,Rainy
Chhattisgarh,9,1,12,31.2,83,13.0,Rainy
Chhattisgarh,9,2,12,32.0,83,7.2,Rainy
Chhattisgarh,9,3,12,31.1,86,8.8,Rainy
Chhattisgarh,9,4,12,31.3,84,8.4,Rainy
Chhattisgarh,9,5,12,31.5,86,7.6,Rainy
Chhattisgarh,9,6,12,32.0,88,14.3,Rainy
Chhattisgarh,9,7,12,29.4,88,20.3,Rainy
Chhattisgarh,9,8,12,30.5,80,15.3,Rainy
Chhattisgarh,9,9,12,29.4,83,19.0,Rainy
Chhattisgarh,9,10,12,29.5,86,12.1,Rainy
Chhattisgarh,9,11,12,29.6,89,12.7,Rainy
Chhattisgarh,9,12,12,28.3,90,13.4,Rainy
Chhattisgarh,9,13,12,28.8,91,16.9,Rainy
Chhattisgarh,9,14,12,29.7,90,22.0,Rainy
Chhattisgarh,9,15,12,28.3,87,22.5,Rainy
Chhattisgarh,9,16,12,28.3,83,17.8,Rainy
Chhattisgarh,9,17,12,27.9,84,19.2,Rainy
Chhattisgarh,9,18,12,29.8,84,11.0,Rainy
Chhattisgarh,9,19,12,29.6,87,10.0,Rainy
Chhattisgarh,9,20,12,27.7,90,11.0,Rainy
Chhattisgarh,9,21,12,29.8,88,10.6,Rainy
Chhattisgarh,9,22,12,30.9,85,7.9,Rainy
Chhattisgarh,9,23,12,30.7,88,11.2,Rainy
Chhattisgarh,9,24,12,29.7,88,6.5,Rainy
Chhattisgarh,9,25,12,30.8,87,6.3,Rainy
Chhattisgarh,9,26,12,31.7,87,12.1,Rainy
Chhattisgarh,9,27,12,29.3,83,25.6,Rainy
Chhattisgarh,9,28,12,29.6,84,20.6,Rainy
Chhattisgarh,9,29,12,30.2,87,5.9,Rainy
Chhattisgarh,9,30,12,30.6,88,9.5,Rainy
Chhattisgarh,10,1,12,30.8,85,8.9,Rainy
Chhattisgarh,10,2,12,29.3,85,17.7,Sunny
Chhattisgarh,10,3,12,32.3,80,8.7,Sunny
Chhattisgarh,10,4,12,32.3,82,7.3,Rainy
Chhattisgarh,10,5,12,31.6,85,7.2,Rainy
Chhattisgarh,10,6,12,31.2,85,12.3,Sunny
Chhattisgarh,10,7,12,31.8,80,5.6,Sunny
Chhattisgarh,10,8,12,32.6,81,6.9,Rainy
Chhattisgarh,10,9,12,32.4,77,7.7,Sunny
Chhattisgarh,10,10,12,32.7,69,9.5,Sunny
Chhattisgarh,10,11,12,32.1,72,8.1,Sunny
Chhattisgarh,10,12,12,32.0,70,9.0,Sunny
Chhattisgarh,10,13,12,32.8,69,9.6,Sunny
Chhattisgarh,10,14,12,33.2,66,11.3,Sunny
Chhattisgarh,10,15,12,31.7,79,14.3,Rainy
Chhattisgarh,10,16,12,32.0,81,18.1,Rainy
Chhattisgarh,10,17,12,30.1,84,14.8,Rainy
Chhattisgarh,10,18,12,30.5,83,11.3,Rainy
Chhattisgarh,10,19,12,31.5,76,15.5,Sunny
Chhattisgarh,10,20,12,31.5,71,10.0,Sunny
Chhattisgarh,10,21,12,31.9,63,10.8,Sunny
Chhattisgarh,10,22,12,31.9,58,9.7,Sunny
Chhattisgarh,10,23,12,31.1,59,9.4,Sunny
Chhattisgarh,10,24,12,30.3,63,9.4,Sunny
Chhattisgarh,10,25,12,30.4,64,8.9,Sunny
Chhattisgarh,10,26,12,29.9,61,10.2,Sunny
Chhattisgarh,10,27,12,30.0,61,12.4,Sunny
Chhattisgarh,10,28,12,29.7,60,12.2,Sunny
Chhattisgarh,10,29,12,30.1,64,13.9,Sunny
Chhattisgarh,10,30,12,30.5,66,11.7,Sunny
Chhattisgarh,10,31,12,29.9,63,10.3,Sunny
Chhattisgarh,11,1,12,29.7,62,9.3,Sunny
Chhattisgarh,11,2,12,29.6,69,14.2,Sunny
Chhattisgarh,11,3,12,29.8,78,10.8,Sunny
Chhattisgarh,11,4,12,29.4,74,9.0,Sunny
Chhattisgarh,11,5,12,30.0,68,9.5,Sunny
Chhattisgarh,11,6,12,29.2,65,9.7,Sunny
Chhattisgarh,11,7,12,29.0,57,9.7,Sunny
Chhattisgarh,11,8,12,29.3,58,13.5,Sunny
Chhattisgarh,11,9,12,29.2,57,11.7,Sunny
Chhattisgarh,11,10,12,29.3,60,10.9,Sunny
Chhattisgarh,11,11,12,28.9,60,12.0,Sunny
Chhattisgarh,11,12,12,28.6,80,15.2,Rainy
Chhattisgarh,11,13,12,27.3,90,12.5,Rainy
Chhattisgarh,11,14,12,27.3,90,9.0,Rainy
Chhattisgarh,11,15,12,27.7,86,7.7,Rainy
Chhattisgarh,11,16,12,28.3,84,13.7,Sunny
Chhattisgarh,11,17,12,27.8,83,14.2,Sunny
Chhattisgarh,11,18,12,28.9,74,11.0,Sunny
Chhattisgarh,11,19,12,29.4,71,10.8,Sunny
Chhattisgarh,11,20,12,29.7,77,10.5,Rainy
Chhattisgarh,11,21,12,29.9,82,12.4,Rainy
Chhattisgarh,11,22,12,28.8,86,11.5,Rainy
Chhattisgarh,11,23,12,29.7,80,8.1,Sunny
Chhattisgarh,11,24,12,29.3,70,8.2,Sunny
Chhattisgarh,11,25,12,29.5,71,8.9,Sunny
Chhattisgarh,11,26,12,28.6,65,8.8,Sunny
Chhattisgarh,11,27,12,27.6,55,11.7,Sunny
Chhattisgarh,11,28,12,27.1,59,10.4,Sunny
Chhattisgarh,11,29,12,26.0,57,10.7,Sunny
Chhattisgarh,11,30,12,25.8,61,10.0,Sunny
Chhattisgarh,12,1,12,26.2,67,9.8,Sunny
Chhattisgarh,12,2,12,26.7,65,8.8,Sunny
Chhattisgarh,12,3,12,27.0,69,10.5,Sunny
Chhattisgarh,12,4,12,26.9,70,12.0,Sunny
Chhattisgarh,12,5,12,28.5,72,15.0,Sunny
Chhattisgarh,12,6,12,28.2,77,7.1,Sunny
Chhattisgarh,12,7,12,28.1,72,10.3,Sunny
Chhattisgarh,12,8,12,28.1,68,11.1,Sunny
Chhattisgarh,12,9,12,27.5,70,10.5,Sunny
Chhattisgarh,12,10,12,27.3,74,9.2,Sunny
Chhattisgarh,12,11,12,27.4,66,12.3,Sunny
Chhattisgarh,12,12,12,26.3,55,10.2,Sunny
Chhattisgarh,12,13,12,25.9,64,9.7,Sunny
Chhattisgarh,12,14,12,25.7,64,10.2,Sunny
Chhattisgarh,12,15,12,25.6,61,10.0,Sunny
Chhattisgarh,12,16,12,24.5,64,9.2,Sunny
Chhattisgarh,12,17,12,26.0,65,9.6,Sunny
Chhattisgarh,12,18,12,25.8,66,12.1,Sunny
Chhattisgarh,12,19,12,23.2,51,12.6,Sunny
Chhattisgarh,12,20,12,21.5,49,9.0,Sunny
Chhattisgarh,12,21,12,22.9,58,10.2,Sunny
Chhattisgarh,12,22,12,23.4,59,10.7,Sunny
Chhattisgarh,12,23,12,24.5,55,9.7,Sunny
Chhattisgarh,12,24,12,26.3,60,8.5,Sunny
Chhattisgarh,12,25,12,27.7,64,9.6,Sunny
Chhattisgarh,12,26,12,26.6,64,10.0,Sunny
Chhattisgarh,12,27,12,26.5,70,6.9,Sunny
Chhattisgarh,12,28,12,27.0,77,12.5,Rainy
Chhattisgarh,12,29,12,22.2,91,14.3,Rainy
Chhattisgarh,12,30,12,22.2,85,10.2,Sunny
Chhattisgarh,12,31,12,23.8,78,10.2,Sunny
Chhattisgarh,1,1,12,23.6,73,9.2,Sunny
Chhattisgarh,1,2,12,24.2,77,9.0,Sunny
Chhattisgarh,1,3,12,23.8,66,9.0,Sunny
Chhattisgarh,1,4,12,24.7,72,10.1,Sunny
Chhattisgarh,1,5,12,25.4,72,9.7,Sunny
Chhattisgarh,1,6,12,26.4,71,9.7,Sunny
Chhattisgarh,1,7,12,27.1,71,10.2,Sunny
Chhattisgarh,1,8,12,27.1,70,10.9,Sunny
Chhattisgarh,1,9,12,27.7,67,13.8,Rainy
Chhattisgarh,1,10,12,25.4,78,10.3,Rainy
Chhattisgarh,1,11,12,22.7,88,9.0,Rainy
Chhattisgarh,1,12,12,23.4,90,12.5,Rainy
Chhattisgarh,1,13,12,22.6,85,11.3,Sunny
Chhattisgarh,1,14,12,22.5,89,13.1,Rainy
Chhattisgarh,1,15,12,22.9,86,9.7,Rainy
Chhattisgarh,1,16,12,23.9,78,8.4,Sunny
Chhattisgarh,1,17,12,23.5,74,10.0,Sunny
Chhattisgarh,1,18,12,23.8,70,8.9,Sunny
Chhattisgarh,1,19,12,23.2,64,8.0,Sunny
Chhattisgarh,1,20,12,25.1,65,10.8,Sunny
Chhattisgarh,1,21,12,26.5,65,11.9,Sunny
Chhattisgarh,1,22,12,27.2,62,10.3,Sunny
Chhattisgarh,1,23,12,24.3,73,8.8,Sunny
Chhattisgarh,1,24,12,24.4,67,14.4,Sunny
Chhattisgarh,1,25,12,22.6,62,13.4,Sunny
Chhattisgarh,1,26,12,22.6,59,11.5,Sunny
Chhattisgarh,1,27,12,21.6,57,12.2,Sunny
Chhattisgarh,1,28,12,21.3,62,9.5,Sunny
Chhattisgarh,1,29,12,23.0,63,9.7,Sunny
Chhattisgarh,1,30,12,25.5,60,10.8,Sunny
Chhattisgarh,1,31,12,26.9,59,11.2,Sunny
Chhattisgarh,2,1,12,27.8,54,10.0,Sunny
Chhattisgarh,2,2,12,27.7,57,10.9,Sunny
Chhattisgarh,2,3,12,29.9,57,19.5,Rainy
Chhattisgarh,2,4,12,25.5,61,20.5,Rainy
Chhattisgarh,2,5,12,24.0,51,9.2,Sunny
Chhattisgarh,2,6,12,25.7,55,10.8,Sunny
Chhattisgarh,2,7,12,27.8,58,9.7,Sunny
Chhattisgarh,2,8,12,28.4,57,8.9,Sunny
Chhattisgarh,2,9,12,29.6,57,11.9,Sunny
Chhattisgarh,2,10,12,25.6,77,11.3,Rainy
Chhattisgarh,2,11,12,24.4,62,10.9,Sunny
Chhattisgarh,2,12,12,25.4,58,10.2,Sunny
Chhattisgarh,2,13,12,25.6,52,10.5,Sunny
Chhattisgarh,2,14,12,26.8,53,10.5,Sunny
Chhattisgarh,2,15,12,28.2,54,10.7,Sunny
Chhattisgarh,2,16,12,28.2,54,8.4,Sunny
Chhattisgarh,2,17,12,24.8,60,9.7,Sunny
Chhattisgarh,2,18,12,26.9,65,8.8,Sunny
Chhattisgarh,2,19,12,28.2,59,9.9,Sunny
Chhattisgarh,2,20,12,29.7,60,22.4,Windy
Chhattisgarh,2,21,12,29.3,48,12.3,Sunny
Chhattisgarh,2,22,12,29.6,42,10.0,Sunny
Chhattisgarh,2,23,12,30.7,45,11.3,Sunny
Chhattisgarh,2,24,12,32.7,52,12.6,Sunny
Chhattisgarh,2,25,12,31.7,54,11.8,Sunny
Chhattisgarh,2,26,12,31.9,46,11.9,Sunny
Chhattisgarh,2,27,12,30.9,55,12.6,Sunny
Chhattisgarh,2,28,12,31.5,58,8.9,Sunny
Chhattisgarh,3,1,12,32.1,57,10.7,Sunny
Chhattisgarh,3,2,12,31.5,53,9.5,Sunny
Chhattisgarh,3,3,12,31.6,44,11.3,Sunny
Chhattisgarh,3,4,12,32.1,48,8.4,Sunny
Chhattisgarh,3,5,12,32.2,51,10.4,Sunny
Chhattisgarh,3,6,12,31.6,48,9.8,Sunny
Chhattisgarh,3,7,12,31.9,43,10.8,Sunny
Chhattisgarh,3,8,12,32.8,43,11.6,Sunny
Chhattisgarh,3,9,12,32.7,43,10.4,Sunny
Chhattisgarh,3,10,12,32.7,45,10.8,Sunny
Chhattisgarh,3,11,12,33.1,45,10.9,Sunny
Chhattisgarh,3,12,12,33.0,42,9.7,Sunny
Chhattisgarh,3,13,12,33.6,39,10.1,Sunny
Chhattisgarh,3,14,12,34.3,40,11.3,Sunny
Chhattisgarh,3,15,12,36.1,41,11.2,Sunny
Chhattisgarh,3,16,12,36.7,42,11.2,Sunny
Chhattisgarh,3,17,12,37.5,39,17.3,Sunny
Chhattisgarh,3,18,12,36.6,38,12.4,Sunny
Chhattisgarh,3,19,12,36.4,42,15.4,Sunny
Chhattisgarh,3,20,12,35.7,45,13.4,Sunny
Chhattisgarh,3,21,12,37.4,40,19.7,Sunny
Chhattisgarh,3,22,12,37.8,34,10.5,Sunny
Chhattisgarh,3,23,12,37.6,26,13.4,Sunny
Chhattisgarh,3,24,12,37.4,32,12.7,Sunny
Chhattisgarh,3,25,12,36.8,43,17.7,Sunny
Chhattisgarh,3,26,12,36.6,42,17.8,Sunny
Chhattisgarh,3,27,12,37.2,38,12.1,Sunny
Chhattisgarh,3,28,12,38.4,28,12.0,Sunny
Chhattisgarh,3,29,12,39.4,28,13.5,Sunny
Chhattisgarh,3,30,12,39.3,26,12.1,Sunny
Chhattisgarh,3,31,12,39.8,25,12.4,Sunny
Chhattisgarh,4,1,12,39.9,25,14.7,Sunny
Chhattisgarh,4,2,12,39.6,33,14.9,Sunny
Chhattisgarh,4,3,12,39.1,31,10.0,Sunny
Chhattisgarh,4,4,12,39.6,31,17.2,Sunny
Chhattisgarh,4,5,12,39.1,36,15.2,Sunny
Chhattisgarh,4,6,12,39.2,35,12.9,Sunny
Chhattisgarh,4,7,12,39.0,36,14.0,Sunny
Chhattisgarh,4,8,12,38.9,36,15.0,Sunny
Chhattisgarh,4,9,12,39.3,35,15.4,Sunny
Chhattisgarh,4,10,12,39.5,35,18.9,Sunny
Chhattisgarh,4,11,12,39.7,34,18.8,Sunny
Chhattisgarh,4,12,12,39.8,36,17.4,Sunny
Chhattisgarh,4,13,12,40.0,33,16.5,Sunny
Chhattisgarh,4,14,12,39.0,36,20.9,Windy
Chhattisgarh,4,15,12,40.1,33,18.4,Sunny
Chhattisgarh,4,16,12,40.6,33,20.7,Windy
Chhattisgarh,4,17,12,40.0,35,16.3,Sunny
Chhattisgarh,4,18,12,40.3,35,17.3,Sunny
Chhattisgarh,4,19,12,41.6,27,18.7,Sunny
Chhattisgarh,4,20,12,41.7,23,16.3,Sunny
Chhattisgarh,4,21,12,40.3,28,19.0,Sunny
